soubor,spisovka,datum,soud,reference,soubor2,datum2,soud2
rozhodnuti-33_Cdo_1136_2014.txt,33 Cdo 1136/2014,2014-11-26,SupCo,1 As 23/2009-95,0023_1As__0900_43c992a2_b861_4e5f_8dd2_917c602f2396_prevedeno.txt,2010-08-24,SupAdmCo
rozhodnuti-29_Cdo_3652_2012.txt,29 Cdo 3652/2012,2014-07-30,SupCo,8 Afs 33/2007,0033_8Afs_0700047A_prevedeno.txt,2008-08-29,SupAdmCo
rozhodnuti-22_Cdo_157_2015.txt,22 Cdo 157/2015,2015-04-29,SupCo,2 As 74/2007-55,0074_2As__0700055A_prevedeno.txt,2008-05-07,SupAdmCo
rozhodnuti-30_Cdo_2948_2016.txt,30 Cdo 2948/2016,2018-06-19,SupCo,1 As 20/2012-33,0020_1As__120_20120302124607_prevedeno.txt,2012-02-15,SupAdmCo
rozhodnuti-29_NSCR_180_2016.txt,29 NSCR 180/2016,2018-09-27,SupCo,5 As 203/2014-34,0203_5As__1400034_20150608123222_prevedeno.txt,2015-05-29,SupAdmCo
rozhodnuti-5_Tdo_868_2014.txt,5 Tdo 868/2014,2014-10-08,SupCo,5 Afs 77/2010,0077_5Afs_10_20111027100634_prevedeno.txt,2011-11-19,SupAdmCo
rozhodnuti-5_Tdo_555_2014.txt,5 Tdo 555/2014,2014-05-28,SupCo,8 As 89/2011,0089_8As__110_20120306041133_prevedeno.txt,2012-02-17,SupAdmCo
rozhodnuti-8_Tz_20_2014.txt,8 Tz 20/2014,2014-07-16,SupCo,9 Afs 28/2010,0028_9Afs_1000_bcc5e18d_bcd0_44a2_93f0_8a65add41a98_prevedeno.txt,2010-07-15,SupAdmCo
rozhodnuti-4_Tdo_1230_2015.txt,4 Tdo 1230/2015,2015-11-10,SupCo,1 Afs 147/2005,0147_1Afs_0500107A_prevedeno.txt,2006-05-24,SupAdmCo
rozhodnuti-5_Tdo_466_2013.txt,5 Tdo 466/2013,2013-08-07,SupCo,2 Afs 39/2004,0039_2Afs_0400062A_prevedeno.txt,2004-07-15,SupAdmCo
rozhodnuti-8_Tdo_203_2013.txt,8 Tdo 203/2013,2013-03-27,SupCo,1 As 90/2010,0090_1As__100_20110103073017_prevedeno.txt,2010-12-16,SupAdmCo
rozhodnuti-22_Cdo_4891_2016.txt,22 Cdo 4891/2016,2016-12-13,SupCo,Konf 126/2008-15,0126_0Konf0800015A_prevedeno.txt,2009-04-27,SupAdmCo
rozhodnuti-7_Tdo_798_2015.txt,7 Tdo 798/2015,2015-09-30,SupCo,6 As 218/2014,0218_6As__1400034_20150105113224_prevedeno.txt,2014-12-15,SupAdmCo
rozhodnuti-7_Tdo_798_2015.txt,7 Tdo 798/2015,2015-09-30,SupCo,9 As 261/2014,0261_9As__1400044_20150716155446_prevedeno.txt,2015-07-16,SupAdmCo
rozhodnuti-30_Cdo_2470_2012.txt,30 Cdo 2470/2012,2013-01-09,SupCo,6 As 29/2003,0029_6As__0300097A_prevedeno.txt,2003-11-30,SupAdmCo
rozhodnuti-5_Tdo_1534_2017.txt,5 Tdo 1534/2017,2018-09-19,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-30_Cdo_2547_2014.txt,30 Cdo 2547/2014,2016-05-31,SupCo,6 Aps 3/2011,0003_6Aps_110_20111212025245_prevedeno.txt,2011-11-23,SupAdmCo
rozhodnuti-28_Cdo_4336_2016.txt,28 Cdo 4336/2016,2017-03-15,SupCo,1 Ans 3/2012-34,0003_1Ans_12_20120802115147_prevedeno.txt,2012-07-11,SupAdmCo
rozhodnuti-28_Cdo_4336_2016.txt,28 Cdo 4336/2016,2017-03-15,SupCo,2 As 8/2013-11,0008_2As__130_20130320135426_prevedeno.txt,2013-03-08,SupAdmCo
rozhodnuti-28_Cdo_4336_2016.txt,28 Cdo 4336/2016,2017-03-15,SupCo,Konf 2/2014-17,0002_0Konf1400017_20150331152402_prevedeno.txt,2015-03-12,SupAdmCo
rozhodnuti-32_Cdo_2713_2013.txt,32 Cdo 2713/2013,2015-09-15,SupCo,1 As 149/2013,0149_1As__13_20140527072117_prevedeno.txt,2014-05-14,SupAdmCo
rozhodnuti-Konf_29_2005.txt,Konf 29/2005,2005-11-03,SupCo,Konf 79/2004,007911Konf0400019A_prevedeno.txt,2005-01-26,SupAdmCo
rozhodnuti-22_Cdo_2764_2017.txt,22 Cdo 2764/2017,2017-08-02,SupCo,4 As 61/2014-48,0061_4As__140_20140716141525_prevedeno.txt,2014-06-30,SupAdmCo
rozhodnuti-30_Cdo_2861_2006.txt,30 Cdo 2861/2006,2007-01-03,SupCo,5 As 11/2003-50,0011_5As__0300050A_prevedeno.txt,2004-11-12,SupAdmCo
rozhodnuti-30_Cdo_2861_2006.txt,30 Cdo 2861/2006,2007-01-03,SupCo,Konf 125/2005-6,012511Konf0500006A_prevedeno.txt,2006-01-03,SupAdmCo
rozhodnuti-30_Cdo_2861_2006.txt,30 Cdo 2861/2006,2007-01-03,SupCo,3 As 8/2003-44,0008_3As__0300044A_prevedeno.txt,2003-11-19,SupAdmCo
rozhodnuti-30_Cdo_2861_2006.txt,30 Cdo 2861/2006,2007-01-03,SupCo,Konf 81/2004-12,008111Konf0400012A_prevedeno.txt,2005-05-05,SupAdmCo
rozhodnuti-28_Cdo_3713_2008.txt,28 Cdo 3713/2008,2011-03-03,SupCo,3 As 49/2006,0049_3As__0600131A_prevedeno.txt,2007-03-14,SupAdmCo
rozhodnuti-5_Tdo_209_2011.txt,5 Tdo 209/2011,2011-03-30,SupCo,5 As 34/2003,0034_5As__0300047A_prevedeno.txt,2004-05-31,SupAdmCo
rozhodnuti-30_Cdo_4318_2011.txt,30 Cdo 4318/2011,2012-08-21,SupCo,3 As 50/2003-57,0050_3As__0300057A_prevedeno.txt,2004-11-10,SupAdmCo
rozhodnuti-4_Tdo_398_2016.txt,4 Tdo 398/2016,2016-04-26,SupCo,8 As 55/2015,0055_8As__1500026_20150729120427_prevedeno.txt,2015-07-24,SupAdmCo
rozhodnuti-4_Tdo_398_2016.txt,4 Tdo 398/2016,2016-04-26,SupCo,4 As 76/2015-37,0076_4As__1500037_20150601125131_prevedeno.txt,2015-05-20,SupAdmCo
rozhodnuti-30_Cdo_2715_2013.txt,30 Cdo 2715/2013,2014-01-22,SupCo,7 As 29/2013-24,0029_7As__130_20131205091125_prevedeno.txt,2013-11-07,SupAdmCo
rozhodnuti-30_Cdo_2715_2013.txt,30 Cdo 2715/2013,2014-01-22,SupCo,2 As 46/2006-100,0046_2As__0600100A_prevedeno.txt,2007-11-30,SupAdmCo
rozhodnuti-21_Cdo_667_2011.txt,21 Cdo 667/2011,2012-04-24,SupCo,6 Ads 181/2009-191,0181_6Ads_0900191A_prevedeno.txt,2010-06-03,SupAdmCo
rozhodnuti-33_Cdo_2269_2012.txt,33 Cdo 2269/2012,2013-03-27,SupCo,2 Afs 181/2004-53,0181_2Afs_0400053A_prevedeno.txt,2005-08-25,SupAdmCo
rozhodnuti-30_Cdo_1200_2014.txt,30 Cdo 1200/2014,2014-09-23,SupCo,4 Ads 153/2011-75,0153_4Ads_1100_20120502011835_prevedeno.txt,2012-04-30,SupAdmCo
rozhodnuti-30_Cdo_3306_2016.txt,30 Cdo 3306/2016,2016-11-08,SupCo,7 As 40/2004,0040_7As__0400097A_prevedeno.txt,2005-01-12,SupAdmCo
rozhodnuti-28_Cdo_2680_2017.txt,28 Cdo 2680/2017,2017-10-04,SupCo,4 As 126/2013,0126_4As__130_20140114125438_prevedeno.txt,2013-12-17,SupAdmCo
rozhodnuti-21_Cdo_5483_2016.txt,21 Cdo 5483/2016,2017-06-28,SupCo,2 As 100/2015,0100_2As__1500037_20150807123601_prevedeno.txt,2015-08-04,SupAdmCo
rozhodnuti-6_Tdo_413_2006.txt,6 Tdo 413/2006,2006-04-27,SupCo,2 As 28/2004-31,0028_2As__0400031A_prevedeno.txt,2004-12-09,SupAdmCo
rozhodnuti-30_Cdo_1435_2004.txt,30 Cdo 1435/2004,2005-05-31,SupCo,Konf 92/2003-18,009211Konf0300018A_prevedeno.txt,2004-07-09,SupAdmCo
rozhodnuti-33_Odo_926_2006.txt,33 Odo 926/2006,2008-08-29,SupCo,Konf 31/2007-82,0031_0Konf0700082A_prevedeno.txt,2008-05-21,SupAdmCo
rozhodnuti-30_Cdo_5042_2015.txt,30 Cdo 5042/2015,2017-12-13,SupCo,5 Azs 94/2005,0094_5Azs_0500052A_prevedeno.txt,2005-07-14,SupAdmCo
rozhodnuti-32_Cdo_3751_2014.txt,32 Cdo 3751/2014,2015-10-20,SupCo,1 As 149/2013,0149_1As__13_20140527072117_prevedeno.txt,2014-05-14,SupAdmCo
rozhodnuti-21_Cdo_3009_2014.txt,21 Cdo 3009/2014,2015-01-21,SupCo,5 Ads 1/2004,0001_5Ads_0400063A_prevedeno.txt,2004-05-20,SupAdmCo
rozhodnuti-22_Cdo_1544_2018.txt,22 Cdo 1544/2018,2018-05-30,SupCo,4 As 68/2008,0068_4As__0800138A_prevedeno.txt,2009-05-06,SupAdmCo
rozhodnuti-28_Cdo_2774_2010.txt,28 Cdo 2774/2010,2011-02-23,SupCo,Konf 132/2005-7,013211Konf0500007A_prevedeno.txt,2006-06-30,SupAdmCo
rozhodnuti-5_Tdo_236_2013.txt,5 Tdo 236/2013,2013-04-24,SupCo,7 As 13/2009,0013_7As__0900046A_prevedeno.txt,2009-06-25,SupAdmCo
rozhodnuti-30_Cdo_4399_2015.txt,30 Cdo 4399/2015,2017-09-26,SupCo,1 Afs 96/2009-87,0096_1Afs_0900_f3eb4aee_8bb2_4701_94cd_d4e415ff6092_prevedeno.txt,2010-07-21,SupAdmCo
rozhodnuti-28_Cdo_2880_2016.txt,28 Cdo 2880/2016,2017-04-05,SupCo,1 As 81/2014-73,0081_1As__1400073_20141104101942_prevedeno.txt,2014-11-21,SupAdmCo
rozhodnuti-30_Cdo_5505_2015.txt,30 Cdo 5505/2015,2016-02-24,SupCo,6 As 23/2013,0023_6As__130_20130411132722_prevedeno.txt,2013-04-03,SupAdmCo
rozhodnuti-32_Cdo_3616_2016.txt,32 Cdo 3616/2016,2016-11-08,SupCo,9 Afs 7/2012,0007_9Afs_12_20120424125052_prevedeno.txt,2012-04-12,SupAdmCo
rozhodnuti-32_Cdo_3616_2016.txt,32 Cdo 3616/2016,2016-11-08,SupCo,1 As 52/2013,0052_1As__13_20130912111025_prevedeno.txt,2013-08-22,SupAdmCo
rozhodnuti-32_Cdo_3616_2016.txt,32 Cdo 3616/2016,2016-11-08,SupCo,4 Afs 30/2016,0030_4Afs_1600025_20160630075343_prevedeno.txt,2016-06-15,SupAdmCo
rozhodnuti-30_Cdo_2250_2012.txt,30 Cdo 2250/2012,2013-04-25,SupCo,8 As 49/2009-113,0049_8As__0900113A_prevedeno.txt,2009-08-31,SupAdmCo
rozhodnuti-30_Cdo_2250_2012.txt,30 Cdo 2250/2012,2013-04-25,SupCo,8 As 22/2010-91,0022_8As__1000_c5c85b0c_fb3d_4a94_9ee5_0e8e468add27_prevedeno.txt,2010-03-24,SupAdmCo
rozhodnuti-30_Cdo_2250_2012.txt,30 Cdo 2250/2012,2013-04-25,SupCo,1 Afs 107/2004-48,0107_1Afs_0400048A_prevedeno.txt,2005-11-10,SupAdmCo
rozhodnuti-30_Cdo_2362_2015.txt,30 Cdo 2362/2015,2016-02-24,SupCo,1 As 40/2005,0040_1As__0500062A_prevedeno.txt,2006-05-03,SupAdmCo
rozhodnuti-3_Tdo_441_2014.txt,3 Tdo 441/2014,2014-04-16,SupCo,8 As 89/2011,0089_8As__110_20120306041133_prevedeno.txt,2012-02-17,SupAdmCo
rozhodnuti-3_Tdo_441_2014.txt,3 Tdo 441/2014,2014-04-16,SupCo,9 Afs 28/2010,0028_9Afs_1000_bcc5e18d_bcd0_44a2_93f0_8a65add41a98_prevedeno.txt,2010-07-15,SupAdmCo
rozhodnuti-23_Cdo_1230_2015.txt,23 Cdo 1230/2015,2015-09-16,SupCo,1 Afs 76/2013,0076_1Afs_130_20140207135658_prevedeno.txt,2014-01-21,SupAdmCo
rozhodnuti-30_Cdo_4714_2014.txt,30 Cdo 4714/2014,2015-02-12,SupCo,1 Afs 38/2010,0038_1Afs_1000100A_prevedeno.txt,2010-07-21,SupAdmCo
rozhodnuti-33_Cdo_3519_2007.txt,33 Cdo 3519/2007,2010-01-28,SupCo,Konf 38/2009,0038_0Konf0900012A_prevedeno.txt,2009-09-14,SupAdmCo
rozhodnuti-32_Cdo_294_2015.txt,32 Cdo 294/2015,2015-06-10,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-29_Cdo_1376_2014.txt,29 Cdo 1376/2014,2016-06-30,SupCo,9 As 186/2014,0186_9As__1400050_20150605103903_prevedeno.txt,2015-06-04,SupAdmCo
rozhodnuti-29_Cdo_1376_2014.txt,29 Cdo 1376/2014,2016-06-30,SupCo,4 As 83/2014,0083_4As__14_20140813160142_prevedeno.txt,2014-07-24,SupAdmCo
rozhodnuti-29_Cdo_1376_2014.txt,29 Cdo 1376/2014,2016-06-30,SupCo,2 Afs 23/2016,0023_2Afs_1600034_20160518090447_prevedeno.txt,2016-04-21,SupAdmCo
rozhodnuti-29_Cdo_1376_2014.txt,29 Cdo 1376/2014,2016-06-30,SupCo,2 Afs 173/2006,0173_2Afs_0600077A_prevedeno.txt,2007-09-19,SupAdmCo
rozhodnuti-29_Cdo_1376_2014.txt,29 Cdo 1376/2014,2016-06-30,SupCo,Komp 5/2011,0005_0Komp110_20111010105122_prevedeno.txt,2011-09-22,SupAdmCo
rozhodnuti-29_Cdo_1376_2014.txt,29 Cdo 1376/2014,2016-06-30,SupCo,Komp 3/2010,0003_0Komp100_20110707012547_prevedeno.txt,2011-06-02,SupAdmCo
rozhodnuti-29_Cdo_1376_2014.txt,29 Cdo 1376/2014,2016-06-30,SupCo,4 As 242/2015,0242_4As__1500038_20160321151341_prevedeno.txt,2016-03-16,SupAdmCo
rozhodnuti-32_Cdo_3047_2014.txt,32 Cdo 3047/2014,2015-02-24,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-24_Co_412_2014.txt,24 Co 412/2014,2014-11-19,SupCo,Konf 38/2012-32,0038_0Konf120_20130412100357_prevedeno.txt,2013-03-19,SupAdmCo
rozhodnuti-4_Tdo_747_2017.txt,4 Tdo 747/2017,2017-06-27,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-22_Cdo_5562_2015.txt,22 Cdo 5562/2015,2017-11-29,SupCo,2 As 44/2011,0044_2As__110_20110519094756_prevedeno.txt,2011-05-16,SupAdmCo
rozhodnuti-30_Cdo_3145_2006.txt,30 Cdo 3145/2006,2008-09-30,SupCo,Konf 64/2005,006411Konf0500033A_prevedeno.txt,2006-08-14,SupAdmCo
rozhodnuti-29_Cdo_4470_2015.txt,29 Cdo 4470/2015,2018-06-27,SupCo,8 Afs 33/2007,0033_8Afs_0700047A_prevedeno.txt,2008-08-29,SupAdmCo
rozhodnuti-6_Tdo_731_2008.txt,6 Tdo 731/2008,2008-10-30,SupCo,2 Azs 442/2004,0442_2Azs_0400037A_prevedeno.txt,2005-12-01,SupAdmCo
rozhodnuti-32_Cdo_4755_2017.txt,32 Cdo 4755/2017,2018-01-23,SupCo,Konf 93/2011-9,0093_0Konf110_20120426093933_prevedeno.txt,2012-03-20,SupAdmCo
rozhodnuti-32_Cdo_4755_2017.txt,32 Cdo 4755/2017,2018-01-23,SupCo,Konf 26/2014-18,0026_0Konf1400018_20150721144618_prevedeno.txt,2015-07-14,SupAdmCo
rozhodnuti-6_Tdo_840_2016.txt,6 Tdo 840/2016,2016-06-22,SupCo,2 As 165/2014-27,0165_2As__1400027_20150414110113_prevedeno.txt,2015-03-31,SupAdmCo
rozhodnuti-6_Tdo_840_2016.txt,6 Tdo 840/2016,2016-06-22,SupCo,7 As 53/2011-77,0053_7As__110_20110927021804_prevedeno.txt,2011-08-25,SupAdmCo
rozhodnuti-30_Cdo_2405_2015.txt,30 Cdo 2405/2015,2017-07-25,SupCo,7 Afs 10/2006-57,0010_7Afs_0600057A_prevedeno.txt,2007-03-15,SupAdmCo
rozhodnuti-30_Cdo_2405_2015.txt,30 Cdo 2405/2015,2017-07-25,SupCo,5 Afs 9/2009-65,0009_5Afs_0900065A_prevedeno.txt,2009-08-28,SupAdmCo
rozhodnuti-20_Cdo_501_2018.txt,20 Cdo 501/2018,2018-05-29,SupCo,1 Ans 5/2008,0005_1Ans_0800104A_prevedeno.txt,2008-07-02,SupAdmCo
rozhodnuti-20_Cdo_501_2018.txt,20 Cdo 501/2018,2018-05-29,SupCo,5 As 21/2003,0021_5As__0300040A_prevedeno.txt,2013-08-30,SupAdmCo
rozhodnuti-20_Cdo_501_2018.txt,20 Cdo 501/2018,2018-05-29,SupCo,2 Ans 4/2004,0004_2Ans_0400116A_prevedeno.txt,2004-12-15,SupAdmCo
rozhodnuti-20_Cdo_501_2018.txt,20 Cdo 501/2018,2018-05-29,SupCo,7 Afs 33/2003,0033_7Afs_0300080A_prevedeno.txt,2004-09-30,SupAdmCo
rozhodnuti-20_Cdo_501_2018.txt,20 Cdo 501/2018,2018-05-29,SupCo,3 As 103/2016-33,0103_3As__1600033_20160803075540_prevedeno.txt,2016-06-29,SupAdmCo
rozhodnuti-20_Cdo_501_2018.txt,20 Cdo 501/2018,2018-05-29,SupCo,7 As 255/2014,0255_7As__1400036_20150521143649_prevedeno.txt,2015-04-23,SupAdmCo
rozhodnuti-33_Cdo_5118_2015.txt,33 Cdo 5118/2015,2015-12-10,SupCo,2 As 58/2007-52,0058_2As__0700052A_prevedeno.txt,2008-02-19,SupAdmCo
rozhodnuti-28_Cdo_3042_2015.txt,28 Cdo 3042/2015,2016-05-04,SupCo,5 As 67/2005-88,0067_5As__0500088A_prevedeno.txt,2006-08-22,SupAdmCo
rozhodnuti-29_Cdo_3632_2013.txt,29 Cdo 3632/2013,2014-04-29,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-23_Cdo_2425_2011.txt,23 Cdo 2425/2011,2013-03-27,SupCo,1 As 90/2010-95,0090_1As__100_20110103073017_prevedeno.txt,2010-12-16,SupAdmCo
rozhodnuti-8_Tz_10_2011.txt,8 Tz 10/2011,2011-03-23,SupCo,2 As 34/2006,0034_2As__0600085A_prevedeno.txt,2008-03-21,SupAdmCo
rozhodnuti-20_Cdo_2967_2018.txt,20 Cdo 2967/2018,2018-08-14,SupCo,8 As 43/2007-156,0043_8As__0700156A_prevedeno.txt,2008-01-30,SupAdmCo
rozhodnuti-20_Cdo_4865_2016.txt,20 Cdo 4865/2016,2016-11-09,SupCo,6 Azs 19/2003-45,0019_6Azs_0300045A_prevedeno.txt,2004-02-26,SupAdmCo
rozhodnuti-31_Cdo_2897_2010.txt,31 Cdo 2897/2010,2012-12-12,SupCo,5 Afs 82/2005,0041_1Afs_1200004_prevedeno.txt,2006-11-25,SupAdmCo
rozhodnuti-30_Cdo_2013_2013.txt,30 Cdo 2013/2013,2016-02-29,SupCo,5 As 56/2010,0056_5As__100_20101104021813_prevedeno.txt,2010-11-27,SupAdmCo
rozhodnuti-25_Cdo_4744_2010.txt,25 Cdo 4744/2010,2012-01-26,SupCo,2 Afs 176/2006,0176_2Afs_0600096A_prevedeno.txt,2007-04-19,SupAdmCo
rozhodnuti-5_Tdo_592_2015.txt,5 Tdo 592/2015,2016-05-04,SupCo,5 Afs 42/2012,0042_5Afs_120_20130118094117_prevedeno.txt,2013-01-11,SupAdmCo
rozhodnuti-29_Cdo_1335_2012.txt,29 Cdo 1335/2012,2014-03-26,SupCo,8 Afs 120/2005,0120_8Afs_0500086A_prevedeno.txt,2007-07-31,SupAdmCo
rozhodnuti-3_Tdo_495_2016.txt,3 Tdo 495/2016,2017-03-29,SupCo,4 Afs 210/2014-57,0210_4Afs_1400057_20151124154621_prevedeno.txt,2015-11-24,SupAdmCo
rozhodnuti-30_Cdo_737_2013.txt,30 Cdo 737/2013,2013-08-21,SupCo,4 Ads 108/2006,0108_4Ads_0600048A_prevedeno.txt,2007-08-16,SupAdmCo
rozhodnuti-29_Cdo_5432_2007.txt,29 Cdo 5432/2007,2010-01-28,SupCo,8 Afs 33/2007,0033_8Afs_0700047A_prevedeno.txt,2008-08-29,SupAdmCo
rozhodnuti-7_Td_18_2018.txt,7 Td 18/2018,2018-04-25,SupCo,Nad 309/2017,0309_0Nad_1700184_20171107084649_prevedeno.txt,2017-11-01,SupAdmCo
rozhodnuti-4_Tdo_43_2017.txt,4 Tdo 43/2017,2017-02-28,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-23_Cdo_2475_2014.txt,23 Cdo 2475/2014,2016-05-30,SupCo,9 Afs 97/2009-115,0097_9Afs_0900_cfafceb7_8149_4b5f_be11_5d981e99ae3c_prevedeno.txt,2010-05-20,SupAdmCo
rozhodnuti-22_Cdo_3712_2016.txt,22 Cdo 3712/2016,2016-09-20,SupCo,1 As 23/2009-103,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-30_Cdo_344_2013.txt,30 Cdo 344/2013,2014-05-21,SupCo,1 As 40/2005-62,0040_1As__0500062A_prevedeno.txt,2006-05-03,SupAdmCo
rozhodnuti-3_Tdo_805_2017.txt,3 Tdo 805/2017,2017-07-19,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-8_Tdo_1069_2016.txt,8 Tdo 1069/2016,2017-04-27,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-8_Tdo_1069_2016.txt,8 Tdo 1069/2016,2017-04-27,SupCo,3 Ads 23/2013,0023_3Ads_13_20131101125143_prevedeno.txt,2013-11-30,SupAdmCo
rozhodnuti-8_Tdo_1069_2016.txt,8 Tdo 1069/2016,2017-04-27,SupCo,2 Afs 81/2004,0081_2Afs_0400054A_prevedeno.txt,2005-11-26,SupAdmCo
rozhodnuti-22_Cdo_820_2017.txt,22 Cdo 820/2017,2017-08-07,SupCo,1 Afs 95/2008,0095_1Afs_0800063A_prevedeno.txt,2008-11-30,SupAdmCo
rozhodnuti-28_Cdo_3917_2017.txt,28 Cdo 3917/2017,2018-03-06,SupCo,2 Afs 35/2010,0035_2Afs_1000_20101026085744_prevedeno.txt,2010-11-20,SupAdmCo
rozhodnuti-28_Cdo_2461_2007.txt,28 Cdo 2461/2007,2007-11-01,SupCo,1 Afs 130/2004,0130_1Afs_0400090A_prevedeno.txt,2005-12-15,SupAdmCo
rozhodnuti-22_Cdo_4955_2015.txt,22 Cdo 4955/2015,2017-08-02,SupCo,5 As 3/2009-76,0003_5As__0900_4757a918_c863_4789_9ada_537b14ea9a30_prevedeno.txt,2010-03-16,SupAdmCo
rozhodnuti-22_Cdo_4955_2015.txt,22 Cdo 4955/2015,2017-08-02,SupCo,1 As 32/2012-42,0032_1As__120_20120601082224_prevedeno.txt,2012-05-02,SupAdmCo
rozhodnuti-22_Cdo_4955_2015.txt,22 Cdo 4955/2015,2017-08-02,SupCo,5 As 27/2009-66,0027_5As__0900066A_prevedeno.txt,2009-09-30,SupAdmCo
rozhodnuti-22_Cdo_4955_2015.txt,22 Cdo 4955/2015,2017-08-02,SupCo,1 As 76/2009-60,0076_1As__0900060A_prevedeno.txt,2009-12-22,SupAdmCo
rozhodnuti-22_Cdo_4955_2015.txt,22 Cdo 4955/2015,2017-08-02,SupCo,2 As 44/2011-99,0044_2As__110_20110519094756_prevedeno.txt,2011-05-16,SupAdmCo
rozhodnuti-28_Cdo_2061_2012.txt,28 Cdo 2061/2012,2013-04-08,SupCo,Konf 123/2003-7,012311Konf0300007A_prevedeno.txt,2004-06-22,SupAdmCo
rozhodnuti-20_Cdo_1023_2017.txt,20 Cdo 1023/2017,2017-04-12,SupCo,6 Azs 19/2003-45,0019_6Azs_0300045A_prevedeno.txt,2004-02-26,SupAdmCo
rozhodnuti-25_Cdo_21_2017.txt,25 Cdo 21/2017,2018-01-30,SupCo,1 As 70/2008,0070_1As__0800_dd396bf6_53d4_40c5_ba2d_965fa5f934a2_prevedeno.txt,2010-08-12,SupAdmCo
rozhodnuti-22_Cdo_870_2014.txt,22 Cdo 870/2014,2016-02-24,SupCo,7 As 93/2012-54,0093_7As__120_20130430143409_prevedeno.txt,2013-03-28,SupAdmCo
rozhodnuti-28_Cdo_4243_2017.txt,28 Cdo 4243/2017,2018-02-07,SupCo,7 Afs 50/2010,0050_7Afs_1000_0252acfa_e2b0_4a86_a47c_8b8933afd0c0_prevedeno.txt,2010-07-01,SupAdmCo
rozhodnuti-4_Tdo_1690_2016.txt,4 Tdo 1690/2016,2017-03-30,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-6_Tdo_454_2016.txt,6 Tdo 454/2016,2016-04-21,SupCo,2 As 86/2010,0086_2As__100_20121109085423_prevedeno.txt,2012-11-08,SupAdmCo
rozhodnuti-6_Tdo_454_2016.txt,6 Tdo 454/2016,2016-04-21,SupCo,1 As 92/2008-76,0092_1As__0800076A_prevedeno.txt,2009-01-22,SupAdmCo
rozhodnuti-25_Cdo_4710_2016.txt,25 Cdo 4710/2016,2017-10-31,SupCo,5 As 87/2015,0087_5As__1500022_20151215160757_prevedeno.txt,2015-12-11,SupAdmCo
rozhodnuti-22_Cdo_921_2017.txt,22 Cdo 921/2017,2017-04-12,SupCo,9 As 15/2012-27,0015_9As__12_20140228120349_prevedeno.txt,2014-01-29,SupAdmCo
rozhodnuti-30_Cdo_1407_2017.txt,30 Cdo 1407/2017,2018-02-15,SupCo,2 As 100/2011,0093_9As__1400001_prevedeno.txt,2011-12-06,SupAdmCo
rozhodnuti-30_Cdo_1407_2017.txt,30 Cdo 1407/2017,2018-02-15,SupCo,4 As 35/2011,0035_4As__110_20111115020931_prevedeno.txt,2011-11-21,SupAdmCo
rozhodnuti-30_Cdo_251_2017.txt,30 Cdo 251/2017,2017-03-21,SupCo,7 As 40/2004,0040_7As__0400097A_prevedeno.txt,2005-01-12,SupAdmCo
rozhodnuti-30_Cdo_3127_2016.txt,30 Cdo 3127/2016,2018-05-09,SupCo,7 Ans 18/2012-23,0018_7Ans_120_20130111101005_prevedeno.txt,2012-12-13,SupAdmCo
rozhodnuti-Tpjn_304_2014.txt,Tpjn 304/2014,2015-11-11,SupCo,5 Aps 6/2011-85,0006_5Aps_110_20111128101246_prevedeno.txt,2011-11-16,SupAdmCo
rozhodnuti-Tpjn_304_2014.txt,Tpjn 304/2014,2015-11-11,SupCo,11 Kseo 4/2009,000411Kseo090_20120403094910_prevedeno.txt,2012-03-23,SupAdmCo
rozhodnuti-28_Cdo_3392_2010.txt,28 Cdo 3392/2010,2011-09-14,SupCo,2 As 19/2004-92,0019_2As__0400092A_prevedeno.txt,2004-09-22,SupAdmCo
rozhodnuti-30_Cdo_3693_2013.txt,30 Cdo 3693/2013,2014-06-18,SupCo,Konf 22/2013-7,0022_0Konf130_20140225152847_prevedeno.txt,2014-02-20,SupAdmCo
rozhodnuti-25_Cdo_3807_2014.txt,25 Cdo 3807/2014,2016-08-24,SupCo,5 As 32/2008,0032_5As__0800051A_prevedeno.txt,2008-08-28,SupAdmCo
