soubor,spisovka,datum,soud,reference,soubor2,datum2,soud2
rozhodnuti-11_Tdo_1295_2010.txt,11 Tdo 1295/2010,2011-01-31,SupCo,2 As 78/2006,0078_2As__0600064A_prevedeno.txt,2007-05-16,SupAdmCo
rozhodnuti-28_Cdo_691_2010.txt,28 Cdo 691/2010,2011-11-09,SupCo,5 As 17/2007-60,0017_5As__0700060A_prevedeno.txt,2007-06-26,SupAdmCo
rozhodnuti-28_Cdo_691_2010.txt,28 Cdo 691/2010,2011-11-09,SupCo,4 As 47/2003,0047_4As__0300136A_prevedeno.txt,2004-12-20,SupAdmCo
rozhodnuti-28_Cdo_691_2010.txt,28 Cdo 691/2010,2011-11-09,SupCo,Konf 4/2007-6,000411Konf0700006A_prevedeno.txt,2007-06-08,SupAdmCo
rozhodnuti-5_Tdo_1392_2012.txt,5 Tdo 1392/2012,2013-04-24,SupCo,5 Afs 20/2010,0020_5Afs_100_20110408100244_prevedeno.txt,2011-03-24,SupAdmCo
rozhodnuti-32_Cdo_2508_2014.txt,32 Cdo 2508/2014,2016-05-17,SupCo,2 Afs 58/2007,0044_8Afs_1200002_prevedeno.txt,2007-09-20,SupAdmCo
rozhodnuti-22_Cdo_1679_2015.txt,22 Cdo 1679/2015,2015-05-27,SupCo,1 Ans 3/2012-34,0003_1Ans_12_20120802115147_prevedeno.txt,2012-07-11,SupAdmCo
rozhodnuti-22_Cdo_1679_2015.txt,22 Cdo 1679/2015,2015-05-27,SupCo,2 As 8/2013-11,0008_2As__130_20130320135426_prevedeno.txt,2013-03-08,SupAdmCo
rozhodnuti-8_Tdo_1509_2014.txt,8 Tdo 1509/2014,2015-01-14,SupCo,As 72/2014,0072_6As__1400088_20150310102611_prevedeno.txt,2015-03-04,SupAdmCo
rozhodnuti-30_Cdo_2344_2010.txt,30 Cdo 2344/2010,2012-01-18,SupCo,6 Ans 2/2005-68,0002_6Ans_0500068A_prevedeno.txt,2006-04-20,SupAdmCo
rozhodnuti-6_Tdo_706_2018.txt,6 Tdo 706/2018,2018-06-13,SupCo,1 As 106/2010-83,0106_1As__1000083A_prevedeno.txt,2012-01-24,SupAdmCo
rozhodnuti-6_Tdo_706_2018.txt,6 Tdo 706/2018,2018-06-13,SupCo,2 Azs 231/2016,0231_2Azs_1600029_20161124153853_prevedeno.txt,2016-11-23,SupAdmCo
rozhodnuti-6_Tdo_706_2018.txt,6 Tdo 706/2018,2018-06-13,SupCo,9 As 131/2011-63,0131_9As__1100063A_prevedeno.txt,2013-07-30,SupAdmCo
rozhodnuti-30_Cdo_802_2016.txt,30 Cdo 802/2016,2016-08-31,SupCo,4 Azs 390/2005,0390_4Azs_0500098A_prevedeno.txt,2006-01-18,SupAdmCo
rozhodnuti-30_Cdo_802_2016.txt,30 Cdo 802/2016,2016-08-31,SupCo,3 Ads 26/2005,0026_3Ads_0500036A_prevedeno.txt,2006-01-04,SupAdmCo
rozhodnuti-8_Tdo_532_2016.txt,8 Tdo 532/2016,2016-05-25,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-29_Cdo_969_2017.txt,29 Cdo 969/2017,2017-07-31,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-7_Tdo_755_2016.txt,7 Tdo 755/2016,2017-02-16,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-4_Tdo_648_2018.txt,4 Tdo 648/2018,2018-06-26,SupCo,9 As 96/2008,0096_9As__0800044A_prevedeno.txt,2009-08-06,SupAdmCo
rozhodnuti-4_Tdo_648_2018.txt,4 Tdo 648/2018,2018-06-26,SupCo,5 As 26/2010,0026_5As__1000_d23a7441_d83c_4979_b038_b2614eaffcbe_prevedeno.txt,2010-07-15,SupAdmCo
rozhodnuti-33_Cdo_874_2012.txt,33 Cdo 874/2012,2013-08-22,SupCo,Konf 31/2007,0031_0Konf0700082A_prevedeno.txt,2008-05-21,SupAdmCo
rozhodnuti-33_Cdo_874_2012.txt,33 Cdo 874/2012,2013-08-22,SupCo,Konf 27/2008,0027_0Konf0800007A_prevedeno.txt,2008-09-09,SupAdmCo
rozhodnuti-21_Cdo_5743_2017.txt,21 Cdo 5743/2017,2018-01-31,SupCo,1 As 23/2009-95,0023_1As__0900_43c992a2_b861_4e5f_8dd2_917c602f2396_prevedeno.txt,2010-08-24,SupAdmCo
rozhodnuti-8_Tdo_514_2014.txt,8 Tdo 514/2014,2014-05-07,SupCo,8 As 89/2011,0089_8As__110_20120306041133_prevedeno.txt,2012-02-17,SupAdmCo
rozhodnuti-5_Tdo_974_2015.txt,5 Tdo 974/2015,2015-09-29,SupCo,Afs 20/2010,0020_5Afs_100_20110408100244_prevedeno.txt,2011-03-24,SupAdmCo
rozhodnuti-28_Cdo_2155_2012.txt,28 Cdo 2155/2012,2013-04-24,SupCo,5 As 62/2008,0062_5As__0800059A_prevedeno.txt,2009-09-11,SupAdmCo
rozhodnuti-32_Cdo_2712_2013.txt,32 Cdo 2712/2013,2015-08-26,SupCo,1 As 149/2013,0149_1As__13_20140527072117_prevedeno.txt,2014-05-14,SupAdmCo
rozhodnuti-22_Cdo_603_2014.txt,22 Cdo 603/2014,2014-03-19,SupCo,1 As 23/2009-95,0023_1As__0900_43c992a2_b861_4e5f_8dd2_917c602f2396_prevedeno.txt,2010-08-24,SupAdmCo
rozhodnuti-22_Cdo_603_2014.txt,22 Cdo 603/2014,2014-03-19,SupCo,1 As 23/2009-103,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-30_Cdo_2903_2017.txt,30 Cdo 2903/2017,2018-03-28,SupCo,6 Ads 88/2006-132,0088_6Ads_0600132A_prevedeno.txt,2009-07-21,SupAdmCo
rozhodnuti-8_Tdo_643_2008.txt,8 Tdo 643/2008,2008-06-04,SupCo,4 As 24/2008,0024_4As__0800077A_prevedeno.txt,2008-04-25,SupAdmCo
rozhodnuti-28_Cdo_2921_2016.txt,28 Cdo 2921/2016,2018-02-14,SupCo,3 Ads 21/2004,0021_3Ads_0400055A_prevedeno.txt,2005-02-23,SupAdmCo
rozhodnuti-28_Cdo_2921_2016.txt,28 Cdo 2921/2016,2018-02-14,SupCo,1 As 55/2009,0055_1As__0900152A_prevedeno.txt,2009-08-20,SupAdmCo
rozhodnuti-28_Cdo_2921_2016.txt,28 Cdo 2921/2016,2018-02-14,SupCo,3 Ads 96/2011,0096_3Ads_110_20120117022050_prevedeno.txt,2012-01-11,SupAdmCo
rozhodnuti-33_Cdo_631_2017.txt,33 Cdo 631/2017,2018-02-20,SupCo,5 As 62/2008,0062_5As__0800059A_prevedeno.txt,2009-09-11,SupAdmCo
rozhodnuti-25_Cdo_5267_2014.txt,25 Cdo 5267/2014,2015-02-18,SupCo,5 Ads 1/2004,0001_5Ads_0400063A_prevedeno.txt,2004-05-20,SupAdmCo
rozhodnuti-25_Cdo_5267_2014.txt,25 Cdo 5267/2014,2015-02-18,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-26_Cdo_4820_2014.txt,26 Cdo 4820/2014,2016-03-30,SupCo,Konf 27/2008-7,0027_0Konf0800007A_prevedeno.txt,2008-09-09,SupAdmCo
rozhodnuti-26_Cdo_4820_2014.txt,26 Cdo 4820/2014,2016-03-30,SupCo,Konf 38/2009-12,0038_0Konf0900012A_prevedeno.txt,2009-09-14,SupAdmCo
rozhodnuti-26_Cdo_4820_2014.txt,26 Cdo 4820/2014,2016-03-30,SupCo,2 As 111/2010-64,0111_2As__100_20110121095445_prevedeno.txt,2011-01-20,SupAdmCo
rozhodnuti-25_Cdo_4009_2014.txt,25 Cdo 4009/2014,2015-01-06,SupCo,5 As 34/2003,0034_5As__0300047A_prevedeno.txt,2004-05-31,SupAdmCo
rozhodnuti-30_Cdo_4679_2015.txt,30 Cdo 4679/2015,2017-08-16,SupCo,9 Afs 13/2008,0013_9Afs_0800090A_prevedeno.txt,2009-11-24,SupAdmCo
rozhodnuti-30_Cdo_530_2014.txt,30 Cdo 530/2014,2015-07-30,SupCo,9 Afs 20/2010,0020_9Afs_1000_9c72a4bf_67b6_4dbe_84b1_4494751a4517_prevedeno.txt,2010-08-12,SupAdmCo
rozhodnuti-33_Cdo_4940_2009.txt,33 Cdo 4940/2009,2010-01-28,SupCo,Konf 38/2009,0038_0Konf0900012A_prevedeno.txt,2009-09-14,SupAdmCo
rozhodnuti-26_Nd_30_2005.txt,26 Nd 30/2005,2005-12-15,SupCo,6 As 29/2003,0029_6As__0300097A_prevedeno.txt,2003-11-30,SupAdmCo
rozhodnuti-26_Nd_30_2005.txt,26 Nd 30/2005,2005-12-15,SupCo,Konf 108/2003,010811Konf0300005A_prevedeno.txt,2004-01-06,SupAdmCo
rozhodnuti-22_Cdo_1164_2017.txt,22 Cdo 1164/2017,2017-12-05,SupCo,1 As 70/2008-74,0070_1As__0800074A_prevedeno.txt,2010-05-27,SupAdmCo
rozhodnuti-22_Cdo_1646_2018.txt,22 Cdo 1646/2018,2018-05-30,SupCo,5 Afs 16/2003-56,0016_5Afs_0300056A_prevedeno.txt,2004-11-12,SupAdmCo
rozhodnuti-3_Tdo_356_2017.txt,3 Tdo 356/2017,2017-09-20,SupCo,1 Afs 73/2004-89,0073_1Afs_0400089A_prevedeno.txt,2007-04-03,SupAdmCo
rozhodnuti-3_Tdo_356_2017.txt,3 Tdo 356/2017,2017-09-20,SupCo,5 Afs 77/2015-43,0077_5Afs_1500043_20151127131450_prevedeno.txt,2015-11-25,SupAdmCo
rozhodnuti-29_Cdo_1248_2008.txt,29 Cdo 1248/2008,2010-02-23,SupCo,8 Afs 33/2007,0033_8Afs_0700047A_prevedeno.txt,2008-08-29,SupAdmCo
rozhodnuti-29_Cdo_4287_2008.txt,29 Cdo 4287/2008,2010-03-30,SupCo,8 Afs 33/2007,0033_8Afs_0700047A_prevedeno.txt,2008-08-29,SupAdmCo
rozhodnuti-29_Odo_1227_2004.txt,29 Odo 1227/2004,2007-01-30,SupCo,1 Afs 76/2004,0076_1Afs_0400059A_prevedeno.txt,2005-01-12,SupAdmCo
rozhodnuti-22_Cdo_648_2017.txt,22 Cdo 648/2017,2017-03-28,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-33_Cdo_4179_2011.txt,33 Cdo 4179/2011,2012-12-12,SupCo,Konf 108/2009-11,0108_0Konf0900_e0b0ab00_2c48_45dd_995f_a678fb32322e_prevedeno.txt,2010-04-13,SupAdmCo
rozhodnuti-7_Tdo_1063_2006.txt,7 Tdo 1063/2006,2007-01-17,SupCo,2 Afs 39/2004,0039_2Afs_0400062A_prevedeno.txt,2004-07-15,SupAdmCo
rozhodnuti-7_Tdo_1063_2006.txt,7 Tdo 1063/2006,2007-01-17,SupCo,Afs 39/2004,0039_1Afs_0400066A_prevedeno.txt,2005-03-30,SupAdmCo
rozhodnuti-28_Cdo_1911_2014.txt,28 Cdo 1911/2014,2014-11-11,SupCo,2 As 44/2011-99,0044_2As__110_20110519094756_prevedeno.txt,2011-05-16,SupAdmCo
rozhodnuti-28_Cdo_1911_2014.txt,28 Cdo 1911/2014,2014-11-11,SupCo,1 As 32/2012-42,0032_1As__120_20120601082224_prevedeno.txt,2012-05-02,SupAdmCo
rozhodnuti-28_Cdo_1911_2014.txt,28 Cdo 1911/2014,2014-11-11,SupCo,4 As 163/2013-27,0163_4As__130_20140611143922_prevedeno.txt,2014-06-03,SupAdmCo
rozhodnuti-27_Cdo_3547_2017.txt,27 Cdo 3547/2017,2018-09-12,SupCo,9 As 69/2008,0069_9As__0800050A_prevedeno.txt,2009-06-11,SupAdmCo
rozhodnuti-27_Cdo_3547_2017.txt,27 Cdo 3547/2017,2018-09-12,SupCo,9 As 229/2014,0229_9As__1400036_20150305163410_prevedeno.txt,2015-03-05,SupAdmCo
rozhodnuti-6_Tdo_983_2010.txt,6 Tdo 983/2010,2011-02-23,SupCo,6 Azs 123/2007,0123_6Azs_0700056A_prevedeno.txt,2008-01-17,SupAdmCo
rozhodnuti-23_Cdo_3473_2009.txt,23 Cdo 3473/2009,2011-09-27,SupCo,1 Afs 98/2010-399,0098_1Afs_1000399A_prevedeno.txt,2011-05-31,SupAdmCo
rozhodnuti-20_Cdo_4414_2015.txt,20 Cdo 4414/2015,2016-01-12,SupCo,6 As 68/2014,0068_6As__14_20140702153550_prevedeno.txt,2014-06-25,SupAdmCo
rozhodnuti-30_Cdo_557_2015.txt,30 Cdo 557/2015,2017-03-08,SupCo,5 As 142/2014-26,0142_5As__1400026_20160620131712_prevedeno.txt,2016-06-16,SupAdmCo
rozhodnuti-33_Cdo_3857_2016.txt,33 Cdo 3857/2016,2017-03-16,SupCo,2 As 85/2006,0085_2As__0600079A_prevedeno.txt,2007-05-17,SupAdmCo
rozhodnuti-6_Tdo_1396_2013.txt,6 Tdo 1396/2013,2014-03-06,SupCo,5 Aps 6/2011-85,0006_5Aps_110_20111128101246_prevedeno.txt,2011-11-16,SupAdmCo
rozhodnuti-28_Cdo_4113_2017.txt,28 Cdo 4113/2017,2018-06-05,SupCo,6 As 113/2016-21,0113_6As__1600021_20160722092948_prevedeno.txt,2016-06-29,SupAdmCo
rozhodnuti-22_Cdo_216_2006.txt,22 Cdo 216/2006,2008-09-30,SupCo,8 As 20/2006,0020_8As__0600129A_prevedeno.txt,2008-03-31,SupAdmCo
rozhodnuti-30_Cdo_942_2016.txt,30 Cdo 942/2016,2016-10-04,SupCo,2 As 35/2014,0035_2As__14_20140908095558_prevedeno.txt,2014-08-27,SupAdmCo
rozhodnuti-21_Cdo_1829_2018.txt,21 Cdo 1829/2018,2018-06-20,SupCo,5 As 17/2008,0017_5As__0800146A_prevedeno.txt,2009-01-22,SupAdmCo
rozhodnuti-26_Cdo_2077_2008.txt,26 Cdo 2077/2008,2011-03-24,SupCo,3 Ans 9/2005,0009_3Ans_0500114A_prevedeno.txt,2006-12-13,SupAdmCo
rozhodnuti-30_Cdo_2174_2012.txt,30 Cdo 2174/2012,2013-01-17,SupCo,4 Ads 108/2006,0108_4Ads_0600048A_prevedeno.txt,2007-08-16,SupAdmCo
rozhodnuti-33_Cdo_2165_2016.txt,33 Cdo 2165/2016,2017-03-23,SupCo,2 Afs 49/2007,0049_2Afs_0700096A_prevedeno.txt,2008-05-22,SupAdmCo
rozhodnuti-30_Cdo_931_2015.txt,30 Cdo 931/2015,2015-06-17,SupCo,9 As 284/2014-55,0284_9As__1400055_20150205133837_prevedeno.txt,2015-02-05,SupAdmCo
rozhodnuti-28_Cdo_4734_2008.txt,28 Cdo 4734/2008,2011-05-11,SupCo,5 Afs 5/2007,0005_5Afs_0700063A_prevedeno.txt,2008-01-31,SupAdmCo
rozhodnuti-21_Cdo_18_2016.txt,21 Cdo 18/2016,2016-12-01,SupCo,5 Afs 149/2015,0149_5Afs_1500036_20160802095732_prevedeno.txt,2016-07-22,SupAdmCo
rozhodnuti-21_Cdo_1876_2017.txt,21 Cdo 1876/2017,2017-08-22,SupCo,3 Ads 119/2010,0119_3Ads_100_20101210095222_prevedeno.txt,2010-12-09,SupAdmCo
rozhodnuti-30_Cdo_788_2013.txt,30 Cdo 788/2013,2014-05-21,SupCo,Konf 22/2013-7,0022_0Konf130_20140225152847_prevedeno.txt,2014-02-20,SupAdmCo
rozhodnuti-30_Cdo_2767_2013.txt,30 Cdo 2767/2013,2014-08-26,SupCo,5 As 24/2008-92,0024_5As__0800092A_prevedeno.txt,2009-03-26,SupAdmCo
rozhodnuti-23_Cdo_3214_2017.txt,23 Cdo 3214/2017,2018-02-27,SupCo,8 Afs 82/2006,0082_8Afs_0600068A_prevedeno.txt,2006-08-11,SupAdmCo
rozhodnuti-23_Cdo_3214_2017.txt,23 Cdo 3214/2017,2018-02-27,SupCo,3 As 6/2008,0006_3As__0800096A_prevedeno.txt,2008-07-16,SupAdmCo
rozhodnuti-25_Cdo_1503_2018.txt,25 Cdo 1503/2018,2018-06-19,SupCo,8 As 72/2015,0072_8As__1500067_20151130160637_prevedeno.txt,2015-11-19,SupAdmCo
rozhodnuti-30_Cdo_1757_2014.txt,30 Cdo 1757/2014,2016-05-04,SupCo,3 Ans 4/2013,0004_3Ans_13_20131011130611_prevedeno.txt,2013-11-03,SupAdmCo
rozhodnuti-30_Cdo_1757_2014.txt,30 Cdo 1757/2014,2016-05-04,SupCo,4 Ads 111/2010,0111_4Ads_1000_20110525092144_prevedeno.txt,2011-04-28,SupAdmCo
rozhodnuti-30_Cdo_1038_2013.txt,30 Cdo 1038/2013,2014-05-28,SupCo,1 Afs 107/2004-48,0107_1Afs_0400048A_prevedeno.txt,2005-11-10,SupAdmCo
rozhodnuti-29_Cdo_1695_2016.txt,29 Cdo 1695/2016,2016-11-30,SupCo,5 Ads 1/2004,0001_5Ads_0400063A_prevedeno.txt,2004-05-20,SupAdmCo
rozhodnuti-29_Cdo_1695_2016.txt,29 Cdo 1695/2016,2016-11-30,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-23_Cdo_4931_2017.txt,23 Cdo 4931/2017,2018-04-16,SupCo,1 As 80/2016-30,0080_1As__1600030_20160919151950_prevedeno.txt,2016-08-24,SupAdmCo
rozhodnuti-22_Cdo_4304_2015.txt,22 Cdo 4304/2015,2016-12-14,SupCo,7 Aos 2/2012-53,0002_7Aos_120_20130314102811_prevedeno.txt,2013-02-14,SupAdmCo
rozhodnuti-22_Cdo_4304_2015.txt,22 Cdo 4304/2015,2016-12-14,SupCo,7 Aos 4/2013-71,0004_7Aos_130_20131017111335_prevedeno.txt,2013-09-19,SupAdmCo
rozhodnuti-22_Cdo_4304_2015.txt,22 Cdo 4304/2015,2016-12-14,SupCo,1 Ao 7/2011,0007_1Ao__110_20120723040343_prevedeno.txt,2012-06-21,SupAdmCo
rozhodnuti-22_Cdo_4304_2015.txt,22 Cdo 4304/2015,2016-12-14,SupCo,7 Aos 2/2012,0002_7Aos_120_20130314102811_prevedeno.txt,2013-02-14,SupAdmCo
rozhodnuti-20_Cdo_2386_2012.txt,20 Cdo 2386/2012,2012-09-25,SupCo,3 As 35/2006-87,0028_7As__1200001_prevedeno.txt,2007-03-21,SupAdmCo
rozhodnuti-28_Cdo_3429_2010.txt,28 Cdo 3429/2010,2011-10-12,SupCo,7 Afs 11/2006,0011_7Afs_0600088A_prevedeno.txt,2007-04-27,SupAdmCo
rozhodnuti-20_Cdo_472_2017.txt,20 Cdo 472/2017,2017-03-14,SupCo,6 Azs 19/2003-45,0019_6Azs_0300045A_prevedeno.txt,2004-02-26,SupAdmCo
rozhodnuti-7_Tdo_1120_2017.txt,7 Tdo 1120/2017,2017-12-20,SupCo,2 As 45/2010-68,0045_2As__100_20111216021304_prevedeno.txt,2011-11-18,SupAdmCo
rozhodnuti-30_Cdo_2146_2010.txt,30 Cdo 2146/2010,2012-02-23,SupCo,2 Ao 3/2007,0002_2Ao__0700073A_prevedeno.txt,2007-11-24,SupAdmCo
rozhodnuti-30_Cdo_2146_2010.txt,30 Cdo 2146/2010,2012-02-23,SupCo,4 As 5/2007,0005_4As__0700049A_prevedeno.txt,2007-05-31,SupAdmCo
rozhodnuti-28_Cdo_4220_2016.txt,28 Cdo 4220/2016,2017-03-07,SupCo,6 Ads 76/2012-63,0076_6Ads_120_20121109101904_prevedeno.txt,2012-11-07,SupAdmCo
rozhodnuti-22_Cdo_4242_2015.txt,22 Cdo 4242/2015,2016-01-26,SupCo,6 Ans 2/2007,0002_6Ans_0700128A_prevedeno.txt,2007-11-15,SupAdmCo
rozhodnuti-23_Cdo_5733_2017.txt,23 Cdo 5733/2017,2018-04-18,SupCo,1 Afs 76/2013-57,0076_1Afs_13_20131219103533_prevedeno.txt,2013-12-17,SupAdmCo
rozhodnuti-28_Cdo_2914_2017.txt,28 Cdo 2914/2017,2017-10-25,SupCo,2 Afs 35/2010-163,0035_2Afs_1000_20101026085744_prevedeno.txt,2010-11-20,SupAdmCo
rozhodnuti-22_Cdo_1176_2015.txt,22 Cdo 1176/2015,2015-09-08,SupCo,6 Azs 177/2005-50,0177_6Azs_0500050A_prevedeno.txt,2006-04-27,SupAdmCo
rozhodnuti-22_Cdo_1176_2015.txt,22 Cdo 1176/2015,2015-09-08,SupCo,2 As 100/2011,0093_9As__1400001_prevedeno.txt,2011-12-06,SupAdmCo
rozhodnuti-22_Cdo_1176_2015.txt,22 Cdo 1176/2015,2015-09-08,SupCo,4 As 35/2011,0035_4As__110_20111115020931_prevedeno.txt,2011-11-21,SupAdmCo
rozhodnuti-22_Cdo_1394_2011.txt,22 Cdo 1394/2011,2011-06-01,SupCo,3 As 16/2008,0016_3As__0800085A_prevedeno.txt,2008-06-12,SupAdmCo
rozhodnuti-23_Cdo_4292_2015.txt,23 Cdo 4292/2015,2016-02-23,SupCo,8 As 37/2011-154,0037_8As__11_20140428113056_prevedeno.txt,2014-04-22,SupAdmCo
rozhodnuti-23_Cdo_4292_2015.txt,23 Cdo 4292/2015,2016-02-23,SupCo,8 As 37/2011-161,0037_8As__1100161_20141113114942_prevedeno.txt,2014-11-06,SupAdmCo
rozhodnuti-30_Cdo_326_2013.txt,30 Cdo 326/2013,2014-05-21,SupCo,Konf 22/2013-7,0022_0Konf130_20140225152847_prevedeno.txt,2014-02-20,SupAdmCo
rozhodnuti-20_Nd_250_2016.txt,20 Nd 250/2016,2016-07-26,SupCo,2 As 86/2016-44,0086_2As__1600044_20160429120322_prevedeno.txt,2016-04-28,SupAdmCo
rozhodnuti-30_Cdo_135_2014.txt,30 Cdo 135/2014,2014-05-06,SupCo,4 Azs 390/2005,0390_4Azs_0500098A_prevedeno.txt,2006-01-18,SupAdmCo
rozhodnuti-30_Cdo_135_2014.txt,30 Cdo 135/2014,2014-05-06,SupCo,3 Ads 26/2005,0026_3Ads_0500036A_prevedeno.txt,2006-01-04,SupAdmCo
rozhodnuti-20_Cdo_1605_2016.txt,20 Cdo 1605/2016,2016-09-01,SupCo,6 Azs 19/2003-45,0019_6Azs_0300045A_prevedeno.txt,2004-02-26,SupAdmCo
rozhodnuti-7_Td_17_2017.txt,7 Td 17/2017,2017-04-20,SupCo,Nad 79/2004,007911Nad_0400025A_prevedeno.txt,2004-06-08,SupAdmCo
rozhodnuti-28_Cdo_3448_2017.txt,28 Cdo 3448/2017,2018-03-01,SupCo,2 Ao 1/2008,0001_2Ao__0800051A_prevedeno.txt,2008-03-28,SupAdmCo
rozhodnuti-5_Tdo_1388_2012.txt,5 Tdo 1388/2012,2013-02-06,SupCo,2 Afs 42/2012,0042_2Afs_120_20121003040333_prevedeno.txt,2012-09-26,SupAdmCo
rozhodnuti-30_Cdo_4118_2015.txt,30 Cdo 4118/2015,2016-09-27,SupCo,2 As 58/2007,0058_2As__0700052A_prevedeno.txt,2008-02-19,SupAdmCo
rozhodnuti-30_Cdo_4118_2015.txt,30 Cdo 4118/2015,2016-09-27,SupCo,9 Aps 9/2012,0009_9Aps_12_20130114095547_prevedeno.txt,2013-01-09,SupAdmCo
rozhodnuti-30_Cdo_5322_2015.txt,30 Cdo 5322/2015,2016-03-16,SupCo,1 As 100/2009,0100_1As__0900129A_prevedeno.txt,2010-02-10,SupAdmCo
rozhodnuti-28_Cdo_2849_2015.txt,28 Cdo 2849/2015,2016-07-04,SupCo,1 As 28/2004-106,0028_1As__0400106A_prevedeno.txt,2004-11-16,SupAdmCo
rozhodnuti-28_Cdo_2849_2015.txt,28 Cdo 2849/2015,2016-07-04,SupCo,3 As 56/2004-82,0056_3As__0400082A_prevedeno.txt,2005-06-22,SupAdmCo
rozhodnuti-28_Cdo_2849_2015.txt,28 Cdo 2849/2015,2016-07-04,SupCo,7 Ans 16/2013-39,0016_7Ans_13_20140226123722_prevedeno.txt,2014-01-30,SupAdmCo
rozhodnuti-25_Nd_325_2013.txt,25 Nd 325/2013,2014-02-11,SupCo,Nao 36/2009-49,0036_0Nao_0900049_20160303141621_prevedeno.txt,2009-07-14,SupAdmCo
rozhodnuti-20_Cdo_3887_2017.txt,20 Cdo 3887/2017,2018-04-24,SupCo,7 Afs 46/2010,0046_7Afs_1000_c5f175e4_0743_4a09_823f_5224141f4c1e_prevedeno.txt,2010-07-15,SupAdmCo
rozhodnuti-20_Cdo_3887_2017.txt,20 Cdo 3887/2017,2018-04-24,SupCo,7 Afs 5/2013,0005_7Afs_130_20131219095455_prevedeno.txt,2013-11-21,SupAdmCo
rozhodnuti-20_Cdo_3887_2017.txt,20 Cdo 3887/2017,2018-04-24,SupCo,3 Ads 100/2013,0100_3Ads_13_20140624121113_prevedeno.txt,2014-06-18,SupAdmCo
rozhodnuti-20_Cdo_3887_2017.txt,20 Cdo 3887/2017,2018-04-24,SupCo,8 As 109/2015,0109_8As__1500038_20160111154026_prevedeno.txt,2016-01-06,SupAdmCo
rozhodnuti-29_ICdo_23_2017.txt,29 ICdo 23/2017,2018-06-27,SupCo,1 Afs 100/2009-63,0100_1Afs_0900063A_prevedeno.txt,2009-11-29,SupAdmCo
rozhodnuti-5_Tdo_420_2013.txt,5 Tdo 420/2013,2013-07-24,SupCo,5 Afs 20/2010-353,0020_5Afs_100_20110408100244_prevedeno.txt,2011-03-24,SupAdmCo
rozhodnuti-5_Tdo_420_2013.txt,5 Tdo 420/2013,2013-07-24,SupCo,5 Afs 20/2010,0020_5Afs_100_20110408100244_prevedeno.txt,2011-03-24,SupAdmCo
rozhodnuti-30_Cdo_5446_2014.txt,30 Cdo 5446/2014,2015-05-20,SupCo,1 As 51/2010,0051_1As__100_20101104021747_prevedeno.txt,2010-11-13,SupAdmCo
rozhodnuti-20_Cdo_1785_2013.txt,20 Cdo 1785/2013,2013-10-30,SupCo,9 As 52/2007-76,0052_9As__0700076A_prevedeno.txt,2008-01-03,SupAdmCo
rozhodnuti-20_Cdo_1639_2017.txt,20 Cdo 1639/2017,2017-12-13,SupCo,6 As 19/2016-24,0019_6As__1600024_20160824154408_prevedeno.txt,2016-08-10,SupAdmCo
rozhodnuti-20_Cdo_1639_2017.txt,20 Cdo 1639/2017,2017-12-13,SupCo,6 Ans 2/2007,0002_6Ans_0700128A_prevedeno.txt,2007-11-15,SupAdmCo
rozhodnuti-28_Cdo_5260_2016.txt,28 Cdo 5260/2016,2017-05-03,SupCo,2 Ads 94/2014-26,0094_2Ads_14_20140723165131_prevedeno.txt,2014-07-23,SupAdmCo
rozhodnuti-22_Cdo_598_2014.txt,22 Cdo 598/2014,2016-01-26,SupCo,Konf 35/2006-8,003511Konf0600008A_prevedeno.txt,2007-03-20,SupAdmCo
rozhodnuti-22_Cdo_598_2014.txt,22 Cdo 598/2014,2016-01-26,SupCo,Konf 14/2007-5,001411Konf0700005A_prevedeno.txt,2007-05-29,SupAdmCo
rozhodnuti-22_Cdo_598_2014.txt,22 Cdo 598/2014,2016-01-26,SupCo,Konf 32/2007-6,0032_0Konf0700006A_prevedeno.txt,2008-06-04,SupAdmCo
rozhodnuti-30_Cdo_2473_2014.txt,30 Cdo 2473/2014,2015-02-11,SupCo,4 Azs 390/2005,0390_4Azs_0500098A_prevedeno.txt,2006-01-18,SupAdmCo
rozhodnuti-30_Cdo_2473_2014.txt,30 Cdo 2473/2014,2015-02-11,SupCo,3 Ads 26/2005,0026_3Ads_0500036A_prevedeno.txt,2006-01-04,SupAdmCo
rozhodnuti-7_Tdo_350_2016.txt,7 Tdo 350/2016,2016-08-31,SupCo,8 As 32/2012,0032_8As__120_20130403151249_prevedeno.txt,2013-03-22,SupAdmCo
