source_file,docket_number,date,court,reference,source_file2,date2,court2
2-3106-07_1.txt, II. US 3106/07, 2008-04-30,ConCo,30 Cdo 2136/2007,rozhodnuti-30_Cdo_2136_2007.txt,2007-09-06,SupCo
1-1860-16_1.txt, I. US 1860/16, 2016-11-03,ConCo,8 Tdo 235/2015,rozhodnuti-8_Tdo_235_2015.txt,2015-03-17,SupCo
2-3633-13_1.txt, II. US 3633/13, 2014-08-15,ConCo,21 Cdo 1522/2011,rozhodnuti-21_Cdo_1522_2011.txt,2012-06-27,SupCo
2-3633-13_1.txt, II. US 3633/13, 2014-08-15,ConCo,21 Cdo 4837/2010,rozhodnuti-21_Cdo_4837_2010.txt,2012-03-06,SupCo
2-3633-13_1.txt, II. US 3633/13, 2014-08-15,ConCo,21 Cdo 2339/2010,rozhodnuti-21_Cdo_2339_2010.txt,2011-08-22,SupCo
4-923-15_1.txt, IV. US 923/15, 2016-01-28,ConCo,3 Tz 47/2013,rozhodnuti-3_Tz_47_2013.txt,2013-11-20,SupCo
1-187-01.txt, I. US 187/01, 2001-05-18,ConCo,21 Cdo 2371/2000,rozhodnuti-21_Cdo_2371_2000.txt,2001-02-07,SupCo
3-286-06.txt, III. US 286/06, 2006-07-18,ConCo,5 Tdo 1250/2005,rozhodnuti-5_Tdo_1250_2005.txt,2005-10-20,SupCo
3-2397-17_1.txt, III. US 2397/17, 2018-02-13,ConCo,28 Cdo 1669/2014,rozhodnuti-28_Cdo_1669_2014.txt,2014-07-08,SupCo
2-272-02.txt, II. US 272/02, 2003-06-03,ConCo,30 Cdo 1483/2002,rozhodnuti-30_Cdo_1483_2002.txt,2002-10-02,SupCo
4-2496-13_1.txt, IV. US 2496/13, 2014-03-20,ConCo,26 Cdo 400/2013,rozhodnuti-26_Cdo_400_2013.txt,2013-05-28,SupCo
3-1318-17_1.txt, III. US 1318/17, 2017-05-17,ConCo,30 Cdo 3971/2016,rozhodnuti-30_Cdo_3971_2016.txt,2017-03-07,SupCo
1-2627-11_1.txt, I. US 2627/11, 2011-10-19,ConCo,25 Cdo 162/2003,rozhodnuti-25_Cdo_162_2003.txt,2003-05-27,SupCo
1-2627-11_1.txt, I. US 2627/11, 2011-10-19,ConCo,29 Cdo 4341/2008,rozhodnuti-29_Cdo_4341_2008.txt,2008-11-27,SupCo
1-2627-11_1.txt, I. US 2627/11, 2011-10-19,ConCo,28 Cdo 164/2003,rozhodnuti-28_Cdo_164_2003.txt,2003-02-13,SupCo
2-468-05.txt, II. US 468/05, 2005-11-09,ConCo,3 Tdo 611/2005,rozhodnuti-3_Tdo_611_2005.txt,2005-05-25,SupCo
2-186-18_1.txt, II. US 186/18, 2018-02-27,ConCo,33 Cdo 4406/2009,rozhodnuti-33_Cdo_4406_2009.txt,2011-09-22,SupCo
2-186-18_1.txt, II. US 186/18, 2018-02-27,ConCo,22 Cdo 5170/2007,rozhodnuti-22_Cdo_5170_2007.txt,2009-04-27,SupCo
2-186-18_1.txt, II. US 186/18, 2018-02-27,ConCo,22 Cdo 396/2012,rozhodnuti-22_Cdo_396_2012.txt,2012-12-11,SupCo
2-186-18_1.txt, II. US 186/18, 2018-02-27,ConCo,26 Cdo 1481/2004,rozhodnuti-26_Cdo_1481_2004.txt,2004-07-21,SupCo
4-1390-08_1.txt, IV. US 1390/08, 2008-09-02,ConCo,30 Cdo 2711/2006,rozhodnuti-30_Cdo_2711_2006.txt,2007-01-31,SupCo
2-790-10_2.txt, II. US 790/10, 2012-02-23,ConCo,31 Cdo 3489/2007,rozhodnuti-31_Cdo_3489_2007.txt,2009-08-26,SupCo
1-624-04.txt, I. US 624/04, 2005-04-12,ConCo,30 Cdo 2000/2002,rozhodnuti-30_Cdo_2000_2002.txt,2002-12-04,SupCo
4-2400-17_1.txt, IV. US 2400/17, 2017-10-05,ConCo,31 Cdo 958/2012,rozhodnuti-31_Cdo_958_2012.txt,2013-07-10,SupCo
2-2923-12_1.txt, II. US 2923/12, 2012-10-23,ConCo,26 Cdo 584/2001,rozhodnuti-26_Cdo_584_2001.txt,2002-11-20,SupCo
2-1054-17_1.txt, II. US 1054/17, 2017-04-25,ConCo,30 Cdo 262/2017,rozhodnuti-30_Cdo_262_2017.txt,2017-03-08,SupCo
2-1054-17_1.txt, II. US 1054/17, 2017-04-25,ConCo,30 Cdo 4983/2016,rozhodnuti-30_Cdo_4983_2016.txt,2017-03-08,SupCo
2-1054-17_1.txt, II. US 1054/17, 2017-04-25,ConCo,30 Cdo 4982/2016,rozhodnuti-30_Cdo_4982_2016.txt,2017-03-08,SupCo
