source_file,docket_number,date,court,reference
0081_2Azs_0600085A_prevedeno.txt,2 Azs 81/2006-85,2007-01-31,SupAdmCo,3 Azs 12/2003
0012_3Azs_1300003_prevedeno.txt,6 Azs 62/2009-133,2009-11-04,SupAdmCo,63 Az 111/2007
0274_6Afs_1600008_20170615152846_prevedeno.txt,6 Afs 272/2016-32,2017-06-07,SupAdmCo,2 Azs 47/2003
0358_1As__1600014_20170130130326_prevedeno.txt,1 As 358/2016-14,2017-01-26,SupAdmCo,Nao 232/14-1
0020_7Afs_120_20121018083902_prevedeno.txt,7 Afs 20/2012-41,2012-09-20,SupAdmCo,10 Af 89/2010
0143_3Ads_0800089A_prevedeno.txt,3 Ads 143/2008-89,2009-03-12,SupAdmCo,75 Cad 8/2008
0053_5Afs_0600086A_prevedeno.txt,5 Afs 53/2006-86,2007-02-02,SupAdmCo,5 Afs 141-145/2004
0053_5Afs_0600086A_prevedeno.txt,5 Afs 53/2006-86,2007-02-02,SupAdmCo,5 Afs 199-204/2004
0021_4Azs_1100_20111109100753_prevedeno.txt,4 Azs 21/2011-96,2011-11-19,SupAdmCo,29 Az 25/2009
0061_6Azs_0800065A_prevedeno.txt,6 Azs 61/2008-65,2009-01-29,SupAdmCo,2 Azs 65/2003
0022_9Afs_1700030_20170406152420_prevedeno.txt,9 Afs 22/2017-30,2017-04-06,SupAdmCo,8 Af 76/2014
0135_6Ads_100_20110413104610_prevedeno.txt,6 Ads 135/2010-101,2011-03-17,SupAdmCo,2 Cad 54/2005
0422_4Azs_0500076A_prevedeno.txt,4 Azs 422/2005-76,2006-08-09,SupAdmCo,2 Az 8/2004
0245_4As__1400050_20150423095711_prevedeno.txt,4 As 245/2014-50,2015-04-17,SupAdmCo,2 Azs 47/2003
0214_4Azs_1600034_20161222131144_prevedeno.txt,4 Azs 214/2016-34,2016-12-14,SupAdmCo,2 Az 5/2013
0073_4Ads_0700035A_prevedeno.txt,4 Ads 73/2007-35,2007-07-31,SupAdmCo,42 Cad 14/2006
0035_2Azs_1700054_20170502114638_prevedeno.txt,2 Azs 35/2017-54,2017-04-27,SupAdmCo,2 Azs 47/2003
0042_0Nad_1000037A_prevedeno.txt,Nad 42/2010-37,2010-09-15,SupAdmCo,2 Az 21/2009
0042_0Nad_1000037A_prevedeno.txt,Nad 42/2010-37,2010-09-15,SupAdmCo,47 Az 25/2010
0042_0Nad_1000037A_prevedeno.txt,Nad 42/2010-37,2010-09-15,SupAdmCo,Nad 28/2009
0002_8Azs_120_20120411094320_prevedeno.txt,8 Azs 2/2012-23,2012-04-04,SupAdmCo,56 Az 27/2010
0108_8Azs_1600045_20160909092445_prevedeno.txt,8 Azs 108/2016-45,2016-08-30,SupAdmCo,2 Azs 47/2003
0052_2Afs_0600094A_prevedeno.txt,2 Afs 52/2006-94,2007-07-27,SupAdmCo,8 Afs 18/200-
0007_8Azs_130_20131014124241_prevedeno.txt,8 Azs 7/2013-51,2013-09-19,SupAdmCo,7 Azs 117/2004
0007_8Azs_130_20131014124241_prevedeno.txt,8 Azs 7/2013-51,2013-09-19,SupAdmCo,78 Az 3/2012
0029_7Azs_0500027A_prevedeno.txt,7 Azs 29/2005-27,2005-02-16,SupAdmCo,24 Az 257/2004
0104_9Azs_1700027_20170807140415_prevedeno.txt,9 Azs 104/2017-27,2017-08-03,SupAdmCo,56 Az 7/2015
0041_1As__1700032_20170801090126_prevedeno.txt,1 As 41/2017-32,2017-07-27,SupAdmCo,2 Azs 47/2003
0120_4Azs_0500073A_prevedeno.txt,4 Azs 120/2005-73,2005-06-10,SupAdmCo,56 Az 101/2003
0138_4Azs_1400026_20141009101625_prevedeno.txt,4 Azs 138/2014-26,2014-09-25,SupAdmCo,5 Azs 3/2011
0006_4Azs_0600067A_prevedeno.txt,4 Azs 6/2006-67,2006-08-08,SupAdmCo,4 Azs 45/2004
0017_8Azs_0600051A_prevedeno.txt,8 Azs 17/2006-51,2006-02-27,SupAdmCo,60 Az 18/2005
0093_9Afs_1800038_20180511152105_20180514092020_prevedeno.txt,9 Afs 93/2018-38,2018-05-09,SupAdmCo,62 Af 46/2016
0108_0Konf0800007A_prevedeno.txt,Konf 108/2008-7,2008-12-03,SupAdmCo,Konf 42/2003
